161 0 0 0 1.79 2 1 1 1 0 0
161 3 3 0 1.86 2 1 1 1 1 0
161 5 5 0 1.29 2 1 1 1 2 0
161 6 5 1 1.36 2 1 1 1 2 1
167 0 0 0 2.07 2 2 1 0 0 0
167 3 3 0 999 2 2 1 0 1 0
167 5 5 0 999 2 2 1 0 2 0
167 6 5 1 999 2 2 1 0 2 1
168 0 0 0 1.14 1 2 1 0 0 0
168 3 3 0 999 1 2 1 0 1 0
168 5 5 0 999 1 2 1 0 2 0
168 6 5 1 0.57 1 2 1 0 2 1
171 0 0 0 2 2 1 1 1 0 0
171 3 3 0 999 2 1 1 1 1 0
171 5 5 0 999 2 1 1 1 2 0
171 6 5 1 999 2 1 1 1 2 1
173 0 0 0 1.5 1 1 1 1 0 0
173 3 3 0 999 1 1 1 1 1 0
173 5 5 0 999 1 1 1 1 2 0
173 6 5 1 999 1 1 1 1 2 1
176 0 0 0 1.36 2 2 1 1 0 0
176 3 3 0 999 2 2 1 1 1 0
176 5 5 0 999 2 2 1 1 2 0
176 6 5 1 999 2 2 1 1 2 1
177 0 0 0 1.07 2 1 2 1 0 0
177 3 3 0 999 2 1 2 1 1 0
177 5 5 0 999 2 1 2 1 2 0
177 6 5 1 999 2 1 2 1 2 1
178 0 0 0 1.57 1 2 2 1 0 0
178 3 3 0 999 1 2 2 1 1 0
178 5 5 0 999 1 2 2 1 2 0
178 6 5 1 999 1 2 2 1 2 1
181 0 0 0 3 2 2 1 0 0 0
181 3 3 0 2.14 2 2 1 0 1 0
181 5 5 0 0.43 2 2 1 0 2 0
181 6 5 1 1.79 2 2 1 0 2 1
182 0 0 0 2.79 2 2 1 0 0 0
182 3 3 0 3.21 2 2 1 0 1 0
182 5 5 0 2.07 2 2 1 0 2 0
182 6 5 1 2.21 2 2 1 0 2 1
185 0 0 0 2.64 3 1 1 1 0 0
185 3 3 0 1.71 3 1 1 1 1 0
185 5 5 0 1.29 3 1 1 1 2 0
185 6 5 1 1.21 3 1 1 1 2 1
187 0 0 0 1.57 2 1 2 1 0 0
187 3 3 0 0.79 2 1 2 1 1 0
187 5 5 0 999 2 1 2 1 2 0
187 6 5 1 999 2 1 2 1 2 1
188 0 0 0 0.5 2 2 1 0 0 0
188 3 3 0 0.07 2 2 1 0 1 0
188 5 5 0 999 2 2 1 0 2 0
188 6 5 1 999 2 2 1 0 2 1
189 0 0 0 1.36 1 2 1 0 0 0
189 3 3 0 1.29 1 2 1 0 1 0
189 5 5 0 0.86 1 2 1 0 2 0
189 6 5 1 1 1 2 1 0 2 1
193 0 0 0 1.86 2 2 1 1 0 0
193 3 3 0 999 2 2 1 1 1 0
193 5 5 0 999 2 2 1 1 2 0
193 6 5 1 999 2 2 1 1 2 1
196 0 0 0 1.21 1 1 1 1 0 0
196 3 3 0 999 1 1 1 1 1 0
196 5 5 0 999 1 1 1 1 2 0
196 6 5 1 999 1 1 1 1 2 1
199 0 0 0 1.21 1 2 1 0 0 0
199 3 3 0 0.07 1 2 1 0 1 0
199 5 5 0 0.57 1 2 1 0 2 0
199 6 5 1 0.86 1 2 1 0 2 1
205 0 0 0 1.57 2 2 1 1 0 0
205 3 3 0 999 2 2 1 1 1 0
205 5 5 0 999 2 2 1 1 2 0
205 6 5 1 999 2 2 1 1 2 1
207 0 0 0 1.29 2 2 1 1 0 0
207 3 3 0 999 2 2 1 1 1 0
207 5 5 0 999 2 2 1 1 2 0
207 6 5 1 999 2 2 1 1 2 1
208 0 0 0 1.5 2 1 1 0 0 0
208 3 3 0 0.43 2 1 1 0 1 0
208 5 5 0 0.57 2 1 1 0 2 0
208 6 5 1 0.57 2 1 1 0 2 1
211 0 0 0 1.57 2 1 2 1 0 0
211 3 3 0 999 2 1 2 1 1 0
211 5 5 0 999 2 1 2 1 2 0
211 6 5 1 999 2 1 2 1 2 1
214 0 0 0 2.43 2 2 1 1 0 0
214 3 3 0 2.57 2 2 1 1 1 0
214 5 5 0 3 2 2 1 1 2 0
214 6 5 1 2.86 2 2 1 1 2 1
215 0 0 0 1.21 1 1 1 1 0 0
215 3 3 0 999 1 1 1 1 1 0
215 5 5 0 999 1 1 1 1 2 0
215 6 5 1 999 1 1 1 1 2 1
216 0 0 0 0.07 2 2 1 1 0 0
216 3 3 0 999 2 2 1 1 1 0
216 5 5 0 999 2 2 1 1 2 0
216 6 5 1 999 2 2 1 1 2 1
224 0 0 0 2.71 1 2 1 1 0 0
224 3 3 0 0.43 1 2 1 1 1 0
224 5 5 0 999 1 2 1 1 2 0
224 6 5 1 999 1 2 1 1 2 1
225 0 0 0 0.71 1 2 1 0 0 0
225 3 3 0 0.14 1 2 1 0 1 0
225 5 5 0 999 1 2 1 0 2 0
225 6 5 1 999 1 2 1 0 2 1
226 0 0 0 1.14 1 1 1 0 0 0
226 3 3 0 999 1 1 1 0 1 0
226 5 5 0 999 1 1 1 0 2 0
226 6 5 1 999 1 1 1 0 2 1
228 0 0 0 1.36 2 2 2 0 0 0
228 3 3 0 999 2 2 2 0 1 0
228 5 5 0 999 2 2 2 0 2 0
228 6 5 1 999 2 2 2 0 2 1
230 0 0 0 1.57 1 2 1 1 0 0
230 3 3 0 999 1 2 1 1 1 0
230 5 5 0 999 1 2 1 1 2 0
230 6 5 1 999 1 2 1 1 2 1
231 0 0 0 1.21 2 2 1 1 0 0
231 3 3 0 999 2 2 1 1 1 0
231 5 5 0 999 2 2 1 1 2 0
231 6 5 1 999 2 2 1 1 2 1
232 0 0 0 0.36 1 2 1 0 0 0
232 3 3 0 0.14 1 2 1 0 1 0
232 5 5 0 0.21 1 2 1 0 2 0
232 6 5 1 0.29 1 2 1 0 2 1
234 0 0 0 2.71 2 2 1 1 0 0
234 3 3 0 999 2 2 1 1 1 0
234 5 5 0 999 2 2 1 1 2 0
234 6 5 1 999 2 2 1 1 2 1
239 0 0 0 0.36 2 2 1 1 0 0
239 3 3 0 999 2 2 1 1 1 0
239 5 5 0 999 2 2 1 1 2 0
239 6 5 1 999 2 2 1 1 2 1
240 0 0 0 2 3 1 1 1 0 0
240 3 3 0 999 3 1 1 1 1 0
240 5 5 0 999 3 1 1 1 2 0
240 6 5 1 999 3 1 1 1 2 1
242 0 0 0 0.86 2 1 1 1 0 0
242 3 3 0 0.21 2 1 1 1 1 0
242 5 5 0 0 2 1 1 1 2 0
242 6 5 1 0.29 2 1 1 1 2 1
244 0 0 0 3.21 1 1 2 1 0 0
244 3 3 0 999 1 1 2 1 1 0
244 5 5 0 999 1 1 2 1 2 0
244 6 5 1 999 1 1 2 1 2 1
247 0 0 0 1.14 3 1 1 1 0 0
247 3 3 0 999 3 1 1 1 1 0
247 5 5 0 999 3 1 1 1 2 0
247 6 5 1 999 3 1 1 1 2 1
249 0 0 0 0.57 2 2 1 0 0 0
249 3 3 0 0.36 2 2 1 0 1 0
249 5 5 0 0.57 2 2 1 0 2 0
249 6 5 1 0.36 2 2 1 0 2 1
255 0 0 0 2.43 1 1 1 1 0 0
255 3 3 0 1.29 1 1 1 1 1 0
255 5 5 0 1.29 1 1 1 1 2 0
255 6 5 1 1.71 1 1 1 1 2 1
258 0 0 0 2.29 2 1 3 1 0 0
258 3 3 0 999 2 1 3 1 1 0
258 5 5 0 999 2 1 3 1 2 0
258 6 5 1 999 2 1 3 1 2 1
261 0 0 0 1.54 999 2 1 1 0 0
261 3 3 0 999 999 2 1 1 1 0
261 5 5 0 999 999 2 1 1 2 0
261 6 5 1 999 999 2 1 1 2 1
264 0 0 0 1.71 2 2 1 1 0 0
264 3 3 0 999 2 2 1 1 1 0
264 5 5 0 999 2 2 1 1 2 0
264 6 5 1 999 2 2 1 1 2 1
265 0 0 0 0.36 2 2 1 1 0 0
265 3 3 0 999 2 2 1 1 1 0
265 5 5 0 999 2 2 1 1 2 0
265 6 5 1 999 2 2 1 1 2 1
266 0 0 0 2.64 1 2 3 1 0 0
266 3 3 0 1.93 1 2 3 1 1 0
266 5 5 0 999 1 2 3 1 2 0
266 6 5 1 999 1 2 3 1 2 1
267 0 0 0 1.86 2 1 1 1 0 0
267 3 3 0 999 2 1 1 1 1 0
267 5 5 0 999 2 1 1 1 2 0
267 6 5 1 999 2 1 1 1 2 1
268 0 0 0 2.64 1 2 1 1 0 0
268 3 3 0 1.64 1 2 1 1 1 0
268 5 5 0 999 1 2 1 1 2 0
268 6 5 1 999 1 2 1 1 2 1
270 0 0 0 0.86 1 2 2 0 0 0
270 3 3 0 999 1 2 2 0 1 0
270 5 5 0 999 1 2 2 0 2 0
270 6 5 1 999 1 2 2 0 2 1
273 0 0 0 1.14 1 2 1 0 0 0
273 3 3 0 0.36 1 2 1 0 1 0
273 5 5 0 0.86 1 2 1 0 2 0
273 6 5 1 0.07 1 2 1 0 2 1
274 0 0 0 1.64 2 2 1 1 0 0
274 3 3 0 999 2 2 1 1 1 0
274 5 5 0 999 2 2 1 1 2 0
274 6 5 1 999 2 2 1 1 2 1
276 0 0 0 2.57 0 2 2 1 0 0
276 3 3 0 999 0 2 2 1 1 0
276 5 5 0 999 0 2 2 1 2 0
276 6 5 1 999 0 2 2 1 2 1
278 0 0 0 1.86 1 1 1 0 0 0
278 3 3 0 1.43 1 1 1 0 1 0
278 5 5 0 1.43 1 1 1 0 2 0
278 6 5 1 1.71 1 1 1 0 2 1
279 0 0 0 2.71 1 1 1 1 0 0
279 3 3 0 999 1 1 1 1 1 0
279 5 5 0 999 1 1 1 1 2 0
279 6 5 1 999 1 1 1 1 2 1
280 0 0 0 1.57 2 1 1 1 0 0
280 3 3 0 999 2 1 1 1 1 0
280 5 5 0 999 2 1 1 1 2 0
280 6 5 1 999 2 1 1 1 2 1
284 0 0 0 2.71 1 2 3 1 0 0
284 3 3 0 0.18 1 2 3 1 1 0
284 5 5 0 0.23 1 2 3 1 2 0
284 6 5 1 0.57 1 2 3 1 2 1
287 0 0 0 1.14 2 1 3 1 0 0
287 3 3 0 0.5 2 1 3 1 1 0
287 5 5 0 0.29 2 1 3 1 2 0
287 6 5 1 0.64 2 1 3 1 2 1
288 0 0 0 0.86 1 2 1 1 0 0
288 3 3 0 999 1 2 1 1 1 0
288 5 5 0 999 1 2 1 1 2 0
288 6 5 1 999 1 2 1 1 2 1
291 0 0 0 3.71 1 2 2 1 0 0
291 3 3 0 3.07 1 2 2 1 1 0
291 5 5 0 2.93 1 2 2 1 2 0
291 6 5 1 2.79 1 2 2 1 2 1
292 0 0 0 2 2 1 1 0 0 0
