1.0312,1.0255,1.0507,1.0390,1.1362,1.2291,1.0446,1.0025,1.0015,1.0071,1.0049,1.0076,1.0050,1.0060,1.0029,1.0077,1.0040,1.0015,1.0065,1.0049,1.0075,1.0049,1.0059,1.0030,1.0076,1.0041,1.0078,1.0193,1.1003,1.0460,1.0012,1.0027,1.0006,1.0003,1.0073,1.0025,1.0065,1.0068,1.0014,1.0049,1.0004,1.0010,1.0041,1.0186,nan,nan,nan
1.0005,1.0034,1.0205,1.0773,1.1522,1.2032,1.0159,1.0009,1.0025,1.0026,1.0008,1.0109,1.0046,1.0025,1.0040,1.0005,1.0002,1.0023,1.0024,1.0009,1.0110,1.0046,1.0025,1.0040,1.0005,1.0002,1.0068,1.0068,1.0212,1.0152,1.0008,1.0030,1.0031,1.0068,1.0011,1.0073,1.0016,1.0089,1.0011,1.0003,1.0047,1.0102,1.0041,1.0009,nan,nan,nan
1.0054,1.0065,1.0049,1.0091,1.0051,1.0236,1.0067,1.0014,1.0034,1.0020,1.0007,1.0057,1.0006,1.0036,1.0008,1.0011,1.0005,1.0035,1.0020,1.0007,1.0058,1.0006,1.0035,1.0008,1.0010,1.0005,1.0030,1.0027,1.0187,1.0051,1.0022,1.0015,1.0042,1.0071,1.0018,1.0039,1.0012,1.0013,1.0020,1.0010,1.0009,1.0084,1.0045,1.0060,nan,nan,nan
1.0127,1.0183,1.0270,1.0441,1.0450,1.0536,1.0153,1.0013,1.0014,1.0003,1.0003,1.0009,1.0010,1.0033,1.0020,1.0006,1.0011,1.0014,1.0004,1.0003,1.0010,1.0010,1.0032,1.0021,1.0005,1.0011,1.0011,1.0026,1.0333,1.0184,1.0012,1.0008,1.0016,1.0026,1.0009,1.0016,1.0008,1.0017,1.0002,1.0007,1.0001,1.0029,1.0019,1.0043,nan,nan,nan
1.0032,1.0106,1.0143,1.0632,1.0739,1.1035,1.0084,1.0018,1.0020,1.0006,1.0010,1.0001,1.0028,1.0024,1.0017,1.0017,1.0005,1.0016,1.0005,1.0010,1.0001,1.0028,1.0024,1.0017,1.0016,1.0005,1.0007,1.0012,1.0176,1.0093,1.0007,1.0029,1.0047,1.0087,1.0008,1.0048,1.0002,1.0098,1.0006,1.0004,1.0016,1.0106,1.0104,1.0081,nan,nan,nan
1.0025,1.0023,1.0007,1.0213,1.0131,1.0501,1.0030,1.0008,1.0008,1.0008,1.0001,1.0002,1.0005,1.0023,1.0010,1.0006,1.0002,1.0005,1.0009,1.0001,1.0002,1.0005,1.0023,1.0011,1.0005,1.0002,1.0001,1.0009,1.0068,1.0041,1.0002,1.0018,1.0039,1.0054,1.0005,1.0027,1.0003,1.0046,1.0002,1.0002,1.0002,1.0052,1.0021,1.0039,nan,nan,nan
1.0057,1.0077,1.0121,1.0741,1.0751,1.0969,1.0119,1.0009,1.0009,1.0003,1.0001,1.0005,1.0015,1.0014,1.0004,1.0005,1.0005,1.0003,1.0002,1.0001,1.0006,1.0015,1.0013,1.0004,1.0004,1.0005,1.0001,1.0054,1.0117,1.0138,1.0004,1.0018,1.0061,1.0076,1.0005,1.0046,1.0001,1.0058,1.0009,1.0002,1.0006,1.0080,1.0002,1.0042,nan,nan,nan
1.0020,1.0038,1.0026,1.0105,1.0057,1.0173,1.0040,1.0005,1.0020,1.0003,1.0000,1.0005,1.0034,1.0009,1.0001,1.0019,1.0012,1.0011,1.0001,1.0000,1.0005,1.0034,1.0009,1.0001,1.0018,1.0012,1.0001,1.0006,1.0067,1.0041,1.0004,1.0036,1.0048,1.0068,1.0004,1.0039,1.0001,1.0058,1.0004,1.0003,1.0009,1.0073,1.0046,1.0046,nan,nan,nan
1.0017,1.0025,1.0017,1.0005,1.0084,1.0034,1.0029,1.0012,1.0020,1.0009,1.0005,1.0004,1.0014,1.0006,1.0008,1.0015,1.0007,1.0013,1.0007,1.0004,1.0004,1.0013,1.0006,1.0008,1.0014,1.0007,1.0004,1.0006,1.0053,1.0026,1.0003,1.0014,1.0036,1.0060,1.0003,1.0032,1.0002,1.0037,1.0002,1.0005,1.0002,1.0064,1.0010,1.0015,nan,nan,nan
1.0005,1.0005,1.0004,1.0053,1.0097,1.0051,1.0012,1.0009,1.0009,1.0003,1.0003,1.0010,1.0009,1.0014,1.0008,1.0010,1.0004,1.0006,1.0003,1.0003,1.0010,1.0009,1.0014,1.0008,1.0010,1.0004,1.0004,1.0006,1.0015,1.0010,1.0000,1.0002,1.0007,1.0013,1.0007,1.0009,1.0004,1.0007,1.0003,1.0004,1.0001,1.0019,1.0005,1.0022,nan,nan,nan
1.0019,1.0028,1.0017,1.0033,1.0017,1.0072,1.0026,1.0002,1.0012,1.0004,1.0001,1.0006,1.0007,1.0004,1.0002,1.0010,1.0009,1.0008,1.0003,1.0001,1.0006,1.0007,1.0004,1.0002,1.0010,1.0009,1.0002,1.0004,1.0040,1.0022,1.0001,1.0008,1.0004,1.0006,1.0006,1.0004,1.0000,1.0012,1.0000,1.0001,1.0002,1.0009,1.0030,1.0045,nan,nan,nan
1.0016,1.0033,1.0035,1.0067,1.0044,1.0141,1.0044,1.0005,1.0015,1.0006,1.0005,1.0001,1.0014,1.0003,1.0001,1.0011,1.0006,1.0012,1.0005,1.0005,1.0001,1.0014,1.0003,1.0001,1.0011,1.0006,1.0003,1.0008,1.0084,1.0062,1.0003,1.0003,1.0004,1.0005,1.0005,1.0005,1.0000,1.0005,1.0001,1.0004,1.0004,1.0009,1.0012,1.0023,nan,nan,nan
1.0029,1.0045,1.0051,1.0058,1.0098,1.0119,1.0057,1.0005,1.0014,1.0005,1.0002,1.0008,1.0004,1.0011,1.0006,1.0008,1.0005,1.0009,1.0004,1.0002,1.0008,1.0004,1.0011,1.0007,1.0008,1.0005,1.0003,1.0003,1.0133,1.0080,1.0004,1.0004,1.0013,1.0020,1.0009,1.0013,1.0000,1.0006,1.0001,1.0010,1.0003,1.0027,1.0001,1.0030,nan,nan,nan
1.0026,1.0037,1.0049,1.0043,1.0068,1.0116,1.0031,1.0005,1.0006,1.0002,1.0002,1.0004,1.0006,1.0008,1.0002,1.0007,1.0001,1.0006,1.0003,1.0002,1.0004,1.0005,1.0008,1.0002,1.0007,1.0001,1.0001,1.0002,1.0116,1.0032,1.0000,1.0003,1.0012,1.0017,1.0004,1.0016,1.0002,1.0001,1.0005,1.0004,1.0003,1.0023,1.0001,1.0025,nan,nan,nan
1.0011,1.0026,1.0029,1.0047,1.0023,1.0031,1.0015,1.0002,1.0005,1.0004,1.0001,1.0004,1.0004,1.0006,1.0003,1.0005,1.0008,1.0006,1.0004,1.0001,1.0004,1.0004,1.0006,1.0003,1.0005,1.0008,1.0002,1.0002,1.0040,1.0016,1.0001,1.0005,1.0007,1.0008,1.0003,1.0006,1.0000,1.0005,1.0003,1.0001,1.0003,1.0009,1.0002,1.0024,nan,nan,nan
1.0011,1.0021,1.0020,1.0174,1.0037,1.0057,1.0011,1.0001,1.0003,1.0002,1.0001,1.0003,1.0002,1.0004,1.0001,1.0004,1.0006,1.0005,1.0002,1.0001,1.0003,1.0002,1.0005,1.0001,1.0004,1.0006,1.0006,1.0008,1.0033,1.0017,1.0001,1.0004,1.0001,1.0000,1.0003,1.0001,1.0000,1.0010,1.0003,1.0002,1.0001,1.0001,1.0007,1.0015,nan,nan,nan
1.0013,1.0022,1.0019,1.0132,1.0027,1.0051,1.0022,1.0003,1.0003,1.0001,1.0001,1.0012,1.0001,1.0008,1.0006,1.0003,1.0004,1.0002,1.0001,1.0001,1.0012,1.0001,1.0007,1.0006,1.0003,1.0004,1.0005,1.0002,1.0047,1.0022,1.0002,1.0004,1.0003,1.0003,1.0002,1.0002,1.0001,1.0014,1.0001,1.0002,1.0002,1.0004,1.0003,1.0007,nan,nan,nan
1.0017,1.0026,1.0019,1.0050,1.0011,1.0095,1.0032,1.0002,1.0003,1.0001,1.0002,1.0004,1.0001,1.0006,1.0004,1.0004,1.0005,1.0002,1.0001,1.0002,1.0004,1.0001,1.0006,1.0004,1.0004,1.0005,1.0001,1.0001,1.0084,1.0029,1.0001,1.0004,1.0004,1.0006,1.0003,1.0002,1.0001,1.0004,1.0000,1.0001,1.0002,1.0005,1.0003,1.0006,nan,nan,nan
