1.0045,1.0064,1.0099,1.0036,1.0053,1.0032,1.0045,1.0444,1.0273,1.0015,1.0080,1.0338,1.0053,1.0499,1.0394,1.0116,1.0011,1.0281,1.0015,1.0082,1.0342,1.0052,1.0496,1.0398,1.0116,1.0011,1.0157,1.0155,1.0015,1.0120,1.0054,1.0028,1.0185,1.0448,1.0178,1.0279,1.0026,1.0220,1.0013,1.0040,1.0049,1.0576,1.0144,1.0582,nan,nan,nan
1.0005,1.0200,1.0221,1.0147,1.0127,1.0028,1.0015,1.0165,1.0424,1.0086,1.0038,1.0225,1.0262,1.0051,1.0136,1.0236,1.0076,1.0431,1.0087,1.0037,1.0225,1.0260,1.0051,1.0138,1.0238,1.0076,1.0101,1.0156,1.0193,1.0006,1.0035,1.0021,1.0032,1.0028,1.0006,1.0014,1.0004,1.0078,1.0015,1.0019,1.0005,1.0031,1.0051,1.0038,nan,nan,nan
1.0005,1.0061,1.0093,1.0011,1.0032,1.0013,1.0050,1.0043,1.0044,1.0022,1.0065,1.0117,1.0046,1.0071,1.0075,1.0025,1.0016,1.0050,1.0021,1.0064,1.0115,1.0046,1.0070,1.0075,1.0025,1.0015,1.0075,1.0044,1.0017,1.0033,1.0039,1.0006,1.0028,1.0052,1.0032,1.0021,1.0008,1.0037,1.0014,1.0005,1.0008,1.0060,1.0075,1.0064,nan,nan,nan
1.0016,1.0043,1.0015,1.0008,1.0020,1.0042,1.0013,1.0011,1.0010,1.0021,1.0031,1.0034,1.0017,1.0059,1.0028,1.0028,1.0016,1.0017,1.0020,1.0031,1.0034,1.0018,1.0057,1.0028,1.0028,1.0016,1.0063,1.0035,1.0018,1.0008,1.0010,1.0022,1.0017,1.0041,1.0006,1.0014,1.0001,1.0043,1.0004,1.0008,1.0005,1.0044,1.0073,1.0038,nan,nan,nan
1.0000,1.0043,1.0060,1.0020,1.0060,1.0030,1.0017,1.0043,1.0039,1.0001,1.0015,1.0116,1.0012,1.0039,1.0018,1.0019,1.0007,1.0033,1.0001,1.0014,1.0115,1.0012,1.0037,1.0018,1.0019,1.0007,1.0009,1.0048,1.0056,1.0035,1.0020,1.0029,1.0016,1.0021,1.0003,1.0013,1.0000,1.0018,1.0002,1.0001,1.0016,1.0026,1.0073,1.0004,nan,nan,nan
1.0003,1.0000,1.0039,1.0044,1.0081,1.0033,1.0008,1.0009,1.0022,1.0001,1.0018,1.0026,1.0015,1.0028,1.0011,1.0032,1.0003,1.0024,1.0001,1.0018,1.0026,1.0015,1.0027,1.0011,1.0033,1.0003,1.0005,1.0011,1.0020,1.0002,1.0002,1.0005,1.0006,1.0009,1.0000,1.0013,1.0003,1.0021,1.0002,1.0000,1.0009,1.0012,1.0039,1.0001,nan,nan,nan
1.0004,1.0008,1.0029,1.0028,1.0016,1.0042,1.0008,1.0024,1.0013,1.0019,1.0053,1.0055,1.0002,1.0012,1.0014,1.0015,1.0024,1.0015,1.0017,1.0054,1.0056,1.0002,1.0012,1.0013,1.0015,1.0024,1.0019,1.0021,1.0034,1.0002,1.0010,1.0020,1.0001,1.0004,1.0012,1.0003,1.0006,1.0005,1.0004,1.0000,1.0001,1.0007,1.0034,1.0015,nan,nan,nan
1.0002,1.0005,1.0013,1.0027,1.0014,1.0054,1.0006,1.0018,1.0010,1.0003,1.0018,1.0052,1.0020,1.0003,1.0001,1.0008,1.0002,1.0011,1.0003,1.0018,1.0052,1.0020,1.0003,1.0001,1.0008,1.0002,1.0014,1.0014,1.0030,1.0002,1.0004,1.0005,1.0006,1.0028,1.0005,1.0009,1.0006,1.0038,1.0007,1.0001,1.0006,1.0035,1.0017,1.0038,nan,nan,nan
1.0003,1.0007,1.0004,1.0004,1.0045,1.0033,1.0004,1.0034,1.0026,1.0009,1.0047,1.0036,1.0015,1.0012,1.0017,1.0010,1.0004,1.0027,1.0008,1.0047,1.0036,1.0015,1.0012,1.0017,1.0010,1.0004,1.0011,1.0012,1.0010,1.0002,1.0005,1.0010,1.0011,1.0021,1.0002,1.0011,1.0005,1.0015,1.0001,1.0003,1.0001,1.0029,1.0005,1.0005,nan,nan,nan
1.0004,1.0013,1.0007,1.0008,1.0039,1.0038,1.0004,1.0023,1.0007,1.0011,1.0047,1.0050,1.0012,1.0057,1.0002,1.0002,1.0002,1.0006,1.0010,1.0047,1.0050,1.0011,1.0057,1.0002,1.0002,1.0002,1.0001,1.0010,1.0007,1.0005,1.0004,1.0004,1.0004,1.0004,1.0008,1.0003,1.0004,1.0004,1.0002,1.0006,1.0001,1.0006,1.0001,1.0001,nan,nan,nan
