0.0014,0.1116,0.4973,0.1173,0.2739,1.8295,-0.0274,0.0228,-0.0758,0.0118,0.6290,-1.1179,-1.8671,-0.0882,-0.1633,-0.0411,-0.1142,0.1627,-0.1350,1,0.5000,1
0.3648,-0.0141,0.0140,-0.0483,-0.0242,0.3513,0.1873,2.2521,-0.1707,0.0511,-0.0406,0.0063,0.1318,0.2675,0.0809,0.0059,0.0682,-0.3629,0.0210,-0.0239,0.0058,0.0570,0.0449,0.0398,0.0133,0.0210,0.1233,0.5152,0.1023,0.2592,1.8295,-0.1315,-0.0523,-0.0591,-0.0117,0.6410,-1.0218,-1.8546,-0.1849,-0.3064,0.0412,-0.0979,0.0874,-0.1485,1,0.5000,1
